Aveprice,Floor,Garden,Layout,Price,Region,Size,Year
38947元/㎡,6,三合南里(东区),2 室 1 厅 1 卫,315 万,大兴黄村三中巷,80,1996
19811元/㎡,6,檀城(东区),3 室 1 厅 1 卫,190 万,密云密云城区新中街,95,2006
31182元/㎡,6,乐红园,3 室 1 厅 1 卫,285 万,怀柔怀柔城区红螺路,91,2007
41224元/㎡,23,新悦家园(西区),2 室 2 厅 1 卫,368 万,昌平昌平县城昌平区永安西路,89,2012
32080元/㎡,15,瑞雪春堂,2 室 1 厅 1 卫,289 万,房山良乡良官公路,90,2011
24542元/㎡,6,一品嘉园(东区),2 室 1 厅 1 卫,217 万,大兴磁各庄魏北路28号,88,2010
36932元/㎡,6,王府温馨公寓,2 室 1 厅 1 卫,325 万,昌平北七家白庙路,88,2000
25232元/㎡,6,沿湖小区,2 室 2 厅 1 卫,210 万,密云密云城区新中街,83,2004
18293元/㎡,6,迎风四里,2 室 1 厅 1 卫,105 万,房山燕山迎风五巷,57,2005
23215元/㎡,18,涧桥山,2 室 1 厅 1 卫,195 万,密云密云城区园林东路1号,84,2006
20342元/㎡,7,京南嘉园,3 室 2 厅 1 卫,193 万,房山窦店大窦路,94,2010
82718元/㎡,9,城南嘉园益星园,1 室 0 厅 1 卫,358 万,丰台马家堡马家堡西路,43,2004
13953元/㎡,6,沁馥家园,2 室 2 厅 2 卫,125 万,房山窦店大于路,89,2005
30757元/㎡,6,滨阳西里小区(宾阳西里南区),2 室 1 厅 1 卫,265 万,密云密云城区东源路,86,2006
34103元/㎡,15,瀛海家园瑞园,2 室 1 厅 1 卫,297 万,大兴瀛海镇瀛坤路4号,87,2014
73582元/㎡,7,前泥洼社区(前泥洼二区),2 室 1 厅 1 卫,730 万,丰台丰益桥丰管路,99,2006
44877元/㎡,7,天通东苑一区,2 室 1 厅 1 卫,402 万,昌平天通苑太平庄东路,89,2000
31405元/㎡,12,和悦春风,3 室 2 厅 2 卫,274 万,大兴庞各庄瓜乡路,87,2020
38233元/㎡,9,徜徉嘉园(5号院),3 室 2 厅 2 卫,539 万,房山长阳祥云街5号,141,2012
47439元/㎡,29,保利芳园,1 室 1 厅 1 卫,200 万,昌平沙河沙阳路32号,42,2015
87778元/㎡,18,中海甲叁号院,4 室 2 厅 3 卫,1580 万,丰台看丹桥恒丰路,180,2021
36083元/㎡,6,南宫景苑(一区),3 室 1 厅 1 卫,350 万,丰台云岗南宫迎宾路33号,97,2015
23279元/㎡,6,福星家园(B区),2 室 1 厅 1 卫,188 万,房山房山城关房山南大街,80,2006
56549元/㎡,31,鹏润家园,3 室 2 厅 2 卫,1050 万,丰台菜户营菜户营甲88号,185,2000
32536元/㎡,16,鲁能7号院溪园,2 室 1 厅 1 卫,280 万,顺义马坡顺义街,86,2006
45239元/㎡,5,溪山嘉园东府里,2 室 1 厅 1 卫,380 万,海淀四季青旱河路131号,84,2009
33475元/㎡,5,北环里小区,2 室 1 厅 1 卫,198 万,昌平昌平县城西环路,59,2000
15834元/㎡,6,羊耳峪北里,2 室 1 厅 1 卫,95 万,房山燕山东万路,60,1990
34039元/㎡,6,港馨家园(西区),2 室 1 厅 1 卫,280 万,顺义石园顺康路,82,2007
74867元/㎡,26,常楹公元,2 室 1 厅 1 卫,658 万,朝阳常营朝阳北路,87,2015
31686元/㎡,6,金地大湖风华,3 室 2 厅 1 卫,282 万,房山房山周边良坨路,89,2020
27350元/㎡,16,碧桂园(三期),2 室 1 厅 1 卫,252 万,房山长阳昊天北大街,92,2007
64720元/㎡,17,朝阳无限芳菁苑,2 室 2 厅 2 卫,740 万,朝阳甘露园朝阳路,114,2003
65385元/㎡,4,臻御府,4 室 2 厅 2 卫,850 万,丰台科技园区郭公庄中街,130,2021
29681元/㎡,6,金台园小区,3 室 2 厅 2 卫,325 万,怀柔怀柔城区迎宾北路,109,2002
18069元/㎡,32,夏威夷蓝湾,2 室 2 厅 1 卫,159 万,北京周边燕郊迎宾路,88,2017
29011元/㎡,6,温泉花园(B区),2 室 1 厅 1 卫,264 万,昌平北七家东北路,91,1996
39834元/㎡,5,名佳花园(三区),2 室 2 厅 1 卫,345 万,昌平北七家北清路,86,2000
40188元/㎡,5,青青家园,4 室 2 厅 2 卫,710 万,朝阳豆各庄豆各庄5号,176,2003
31079元/㎡,8,和悦春风,4 室 2 厅 2 卫,340 万,大兴庞各庄瓜乡路,109,2021
12458元/㎡,6,京溪小区,2 室 2 厅 1 卫,100 万,密云密云周边密关路,80,2006
44286元/㎡,8,富力首开金禧璞瑅,4 室 2 厅 2 卫,620 万,顺义后沙峪高白路,140,2021
53125元/㎡,3,丽京花园,2 室 1 厅 2 卫,850 万,顺义天竺首都机场路,160,1992
38820元/㎡,16,南海家园六里,2 室 1 厅 1 卫,350 万,大兴亦庄泰河一街,90,2012
66035元/㎡,7,明天第一城5号院,2 室 1 厅 1 卫,550 万,朝阳北苑立清路5号,83,2007
43971元/㎡,5,云岗西路12号院,2 室 2 厅 1 卫,299 万,丰台云岗云岗西路12号,68,1990
28346元/㎡,6,滨阳西里小区(宾阳西里北区),2 室 2 厅 1 卫,290 万,密云密云城区新东路89号,102,2005
39474元/㎡,5,富强西里,2 室 1 厅 1 卫,225 万,大兴黄村兴华大街,57,1996
50989元/㎡,8,青青家园,2 室 2 厅 1 卫,485 万,朝阳豆各庄豆各庄5号,95,2005
138068元/㎡,14,蜂鸟社区,2 室 1 厅 1 卫,700 万,海淀万柳万柳中路,50,2004
36905元/㎡,6,三槐家园,2 室 2 厅 1 卫,310 万,大兴旧宫 三槐南路,84,2011
25607元/㎡,15,珠江逸景家园(南区),2 室 1 厅 1 卫,249 万,通州马驹桥景盛北一街16号,97,2009
103238元/㎡,24,芍药居北里小区,2 室 1 厅 1 卫,810 万,朝阳芍药居北四环东路,78,1997
32728元/㎡,6,北亚花园,2 室 1 厅 1 卫,288 万,昌平北七家东北路,88,2000
37500元/㎡,11,长阳光合作用,2 室 1 厅 1 卫,330 万,房山长阳长韩路,88,2014
54260元/㎡,11,东一时区,2 室 2 厅 1 卫,479 万,朝阳双桥八里桥南1号,88,2005
42293元/㎡,15,瀛海家园瑞园,1 室 1 厅 1 卫,200 万,大兴瀛海镇瀛坤路4号,47,2014
112782元/㎡,17,北京金茂府二期,2 室 2 厅 1 卫,1500 万,丰台宋家庄宋庄路,133,2021
36703元/㎡,18,中东路58号院,2 室 1 厅 1 卫,345 万,昌平东小口中东路58号,94,2019
46569元/㎡,6,万科城市花园西区,2 室 2 厅 1 卫,380 万,顺义后沙峪裕华路,81,1995
41494元/㎡,16,路劲世界城,2 室 1 厅 1 卫,350 万,昌平南邵镇昌金路,84,2014
130042元/㎡,16,中海紫金苑,3 室 2 厅 2 卫,2850 万,海淀紫竹桥万寿寺路甲1号,219,2016
27109元/㎡,6,林荫家园,3 室 2 厅 1 卫,269 万,平谷平谷城区林荫南街9-16号,99,2008
57551元/㎡,8,龙湖花盛香醍,6 室 3 厅 4 卫,1950 万,通州梨园半壁店大街25号,338,2010
45223元/㎡,6,芳源里,2 室 1 厅 1 卫,416 万,大兴旧宫 南小街路,92,2004
37459元/㎡,6,领秀翡翠山,3 室 2 厅 2 卫,556 万,丰台云岗长青路88号,148,2015
37901元/㎡,6,兴海园,2 室 2 厅 1 卫,343 万,大兴瀛海镇黄亦路,90,2003
28621元/㎡,26,渔阳花园,2 室 2 厅 1 卫,249 万,平谷平谷城区新平北路,87,2008
54375元/㎡,23,保利紫荆香谷(北区),2 室 2 厅 1 卫,435 万,昌平沙河沙阳路24号,80,2015
30143元/㎡,6,长丰园(一区西区),3 室 1 厅 1 卫,285 万,大兴高米店武警路,94,2005
22485元/㎡,6,蓝天花园,2 室 2 厅 1 卫,204 万,大兴大兴周边福源路,90,2006
39881元/㎡,16,旧宫新苑(南区),2 室 1 厅 1 卫,335 万,大兴旧宫 旧忠路,84,2014
31633元/㎡,6,善缘家园(南区),2 室 2 厅 1 卫,310 万,昌平沙河南百路,98,2006
20081元/㎡,6,城关街道管道局社区,2 室 1 厅 1 卫,165 万,房山房山城关城关南大街,82,1994
21567元/㎡,7,良工佳苑,2 室 1 厅 1 卫,179 万,房山房山城关农林路2号,83,2006
10453元/㎡,6,康庄住宅小区,2 室 1 厅 1 卫,86 万,延庆康庄西康路,82,2000
68231元/㎡,4,北分厂家属区,2 室 1 厅 1 卫,320 万,海淀温泉北清路,46,1963
12781元/㎡,5,兴隆南街1号院,2 室 1 厅 1 卫,73 万,延庆康庄兴隆南街1号,57,2000
29769元/㎡,17,首创伊林郡小区,3 室 1 厅 1 卫,275 万,房山良乡拱辰北大街,92,2015
127176元/㎡,21,远洋万和城(B区),2 室 2 厅 1 卫,1140 万,朝阳亚运村小营成慧路,89,2010
35735元/㎡,12,原香小镇(一区),2 室 1 厅 1 卫,315 万,房山长阳广阳中路1号,88,2012
28336元/㎡,6,长龙苑,2 室 2 厅 1 卫,240 万,房山长阳大宁二路,84,2004
61014元/㎡,6,芳群园四区,2 室 1 厅 1 卫,295 万,丰台方庄南三环东路,48,1992
57756元/㎡,8,鸿坤理想城礼域府,2 室 2 厅 1 卫,560 万,大兴西红门西红门北一街1号,97,2012
101323元/㎡,6,东花市北里(中区),2 室 2 厅 1 卫,965 万,东城崇文门东花市大街,95,1991
37219元/㎡,6,车站北里,2 室 1 厅 1 卫,205 万,大兴黄村兴政街28号,55,1984
44174元/㎡,18,长阳半岛云湾家园1号院,2 室 2 厅 1 卫,362 万,房山长阳怡和路1号,82,2014
98374元/㎡,26,上京新航线,2 室 2 厅 2 卫,980 万,朝阳望京望京北路,99,2009
26445元/㎡,21,绿地国际花都,2 室 2 厅 1 卫,238 万,密云密云城区城后街32号,90,2011
47199元/㎡,10,润枫锦尚,2 室 1 厅 1 卫,428 万,大兴旧宫 徳贤路239号,90,2010
35157元/㎡,5,西关乡镇经委宿舍,2 室 1 厅 1 卫,205 万,昌平昌平县城西环中路,58,1992
30250元/㎡,28,顺悦家园,2 室 1 厅 1 卫,242 万,顺义马坡乾安路,80,2015
21696元/㎡,6,迎风六里(二区),2 室 1 厅 1 卫,185 万,房山燕山迎风南路,85,1997
24064元/㎡,6,花园小区(密云),2 室 2 厅 1 卫,230 万,密云密云城区鼓楼东大街,95,1998
43665元/㎡,6,金蝉北里,2 室 1 厅 1 卫,286 万,朝阳垡头厚金路,65,1999
20431元/㎡,6,石桥西区,3 室 2 厅 1 卫,190 万,密云密云周边檀西路,93,2006
49435元/㎡,6,八角南路社区,2 室 1 厅 1 卫,249 万,石景山八角八角南路1号,50,1980
32305元/㎡,11,加州水郡西区,2 室 1 厅 1 卫,267 万,房山长阳昊天北大街48号,82,2009
34529元/㎡,5,西环里,2 室 1 厅 1 卫,183 万,昌平昌平县城西环路,53,1983
40134元/㎡,9,小康家园,2 室 1 厅 1 卫,360 万,大兴亦庄小羊坊南街,89,1996
60216元/㎡,25,沿海赛洛城(北区),2 室 2 厅 1 卫,560 万,朝阳百子湾百子湾东里104号,93,2007
31899元/㎡,8,联港嘉园D区,2 室 2 厅 1 卫,289 万,大兴生物医药基地黄良路,90,2012
32587元/㎡,6,富乐社区1号院,2 室 1 厅 1 卫,195 万,怀柔怀柔城区北大街,59,2001
67176元/㎡,6,沿海赛洛城(南区),2 室 1 厅 1 卫,598 万,朝阳百子湾广渠东路33号,89,2008
25081元/㎡,12,中加锦园,2 室 1 厅 1 卫,249 万,密云密云城区园林路2号,99,2014
61152元/㎡,11,远洋一方花语苑,2 室 1 厅 1 卫,550 万,朝阳管庄双桥东路3号,89,2008
37594元/㎡,6,新悦家园(北区),2 室 1 厅 1 卫,328 万,昌平昌平县城南环路30号,87,2000
25031元/㎡,5,城关北里,2 室 1 厅 1 卫,122 万,房山房山城关青年北路,48,2015
35613元/㎡,5,双河北里小区,2 室 1 厅 1 卫,188 万,大兴黄村京开路,52,1981
51679元/㎡,7,金色漫香林(二期),2 室 2 厅 1 卫,465 万,大兴亦庄东渠路,90,2012
13848元/㎡,6,龙庆望都佳园,2 室 1 厅 1 卫,115 万,延庆康庄西官路,83,2012
56769元/㎡,18,远洋一方林语苑,2 室 1 厅 1 卫,520 万,朝阳管庄双桥东路7号,91,2008
40134元/㎡,9,小康家园,2 室 1 厅 1 卫,360 万,大兴亦庄小羊坊南街,89,2004
26721元/㎡,9,顺鑫朗郡,2 室 1 厅 1 卫,240 万,顺义杨镇中干渠路,89,2011
28193元/㎡,9,联港嘉园A区,2 室 1 厅 1 卫,255 万,大兴生物医药基地文新南街265号,90,2014
74284元/㎡,6,建材城西二里,2 室 1 厅 1 卫,433 万,海淀西三旗建材城西路,58,1996
25302元/㎡,6,南厂住宅(中区),2 室 1 厅 1 卫,147 万,昌平南口西民路,58,1990
32585元/㎡,27,顺悦家园,3 室 1 厅 1 卫,290 万,顺义马坡乾安路,89,2015
41494元/㎡,11,苏荷时代,2 室 1 厅 1 卫,389 万,通州果园通朝大街206号,93,2005
17383元/㎡,6,万宁小区,3 室 1 厅 1 卫,159 万,房山房山城关房山北大街,91,2000
41978元/㎡,6,前沙涧路7号院,2 室 1 厅 1 卫,360 万,海淀苏家坨前沙涧路7号,85,2010
14753元/㎡,6,龙庆望都佳园,2 室 1 厅 1 卫,122 万,延庆康庄西官路,82,2012
85683元/㎡,18,怡美家园,2 室 1 厅 1 卫,760 万,海淀上地安宁庄西路15号,88,2003
24159元/㎡,4,城关街道管道局社区,2 室 1 厅 1 卫,112 万,房山房山城关城关南大街,46,1979
43218元/㎡,5,昊天伟业嘉园西里,2 室 1 厅 1 卫,180 万,"房山良乡良乡东路,近竹园街",41,2004
40607元/㎡,18,金域缇香,2 室 2 厅 1 卫,340 万,房山长阳长韩路10号,83,2014
111000元/㎡,16,国瑞城(东区),3 室 1 厅 1 卫,999 万,东城崇文门国瑞东路26号,90,2005
22749元/㎡,6,湖南小区(南区),2 室 1 厅 1 卫,119 万,延庆延庆城区功德巷15号,52,1989
55155元/㎡,6,龙跃苑(东五区),2 室 1 厅 1 卫,535 万,昌平回龙观良庄西街,97,2007
24713元/㎡,6,恒盛波尔多小镇(南区),2 室 2 厅 1 卫,215 万,大兴大兴周边育新街32号,87,2010
23750元/㎡,6,宾阳里小区,2 室 2 厅 2 卫,228 万,密云密云城区新东路,96,2004
20548元/㎡,6,永安家园(房山),2 室 1 厅 1 卫,186 万,房山房山城关永安中路,90,2006
44533元/㎡,23,丽景长安(一期),2 室 1 厅 1 卫,415 万,门头沟永定石龙南路3号,93,2013
42986元/㎡,6,石榴园北里小区,2 室 1 厅 1 卫,288 万,丰台石榴庄光彩路26号,67,1993
31948元/㎡,7,世嘉光织谷(东区),2 室 2 厅 1 卫,272 万,怀柔雁栖乐园西大街13号,85,2008
17043元/㎡,6,沁园春景,2 室 1 厅 1 卫,149 万,房山窦店大窦路,87,2005
12581元/㎡,6,龙庆望都佳园,3 室 2 厅 1 卫,117 万,延庆康庄西官路,93,2012
79797元/㎡,6,首开常青藤(C区),2 室 2 厅 1 卫,660 万,朝阳东坝单店西路15号,82,2009
50580元/㎡,16,垡头翠成馨园(A区),2 室 1 厅 1 卫,428 万,朝阳垡头垡头路,84,2009
46183元/㎡,16,南海家园一里,2 室 2 厅 1 卫,415 万,大兴亦庄泰河一街,89,2012
41727元/㎡,28,金隅万科城,2 室 1 厅 1 卫,349 万,昌平昌平县城南环路10号,83,2010
45931元/㎡,22,双合小区D区(建工双合家园D区),2 室 1 厅 1 卫,395 万,朝阳垡头双合中路4号,86,2013
44383元/㎡,17,北街家园(七区),2 室 1 厅 1 卫,395 万,昌平沙河高教园北二街,89,2010
76500元/㎡,6,永泰东里,2 室 1 厅 1 卫,445 万,海淀清河永泰中路,58,1998
83209元/㎡,28,望馨花园,2 室 2 厅 1 卫,780 万,朝阳望京利泽西二路,93,2001
69839元/㎡,26,京投银泰万科西华府,2 室 1 厅 1 卫,618 万,"丰台科技园区郭公庄南街19号,中街18号",88,2014
119314元/㎡,10,新景家园(东区),2 室 1 厅 1 卫,960 万,东城崇文门西花市大街32号,80,2006
25582元/㎡,6,恒盛波尔多小镇(南区),2 室 2 厅 1 卫,220 万,大兴大兴周边育新街32号,86,2010
17711元/㎡,6,羊耳峪西里住宅小区(东区),2 室 1 厅 1 卫,153 万,房山燕山东万路,86,2003
21697元/㎡,15,北京城建琨廷(南区),2 室 1 厅 1 卫,186 万,房山窦店于庄路1号,85,2014
34783元/㎡,6,湖光小区南区,2 室 1 厅 1 卫,180 万,怀柔怀柔城区湖光北街,51,1988
25769元/㎡,6,富帛家属院,2 室 1 厅 1 卫,150 万,密云密云周边兴盛北路,58,2000
30691元/㎡,6,首地浣溪谷,2 室 1 厅 1 卫,259 万,大兴磁各庄安顺北路6号,84,2014
27872元/㎡,15,加州水郡西区,2 室 1 厅 1 卫,249 万,房山长阳昊天北大街48号,89,2010
41143元/㎡,21,首开熙悦山澜庭,2 室 2 厅 1 卫,350 万,房山长阳怡和北路1号,85,2014
61734元/㎡,19,鸿业兴园(一区),2 室 1 厅 1 卫,549 万,丰台科技园区康辛路,88,2006
39981元/㎡,16,国惠村,2 室 1 厅 1 卫,330 万,昌平南邵镇景昌南街2号,82,2014
38245元/㎡,6,康馨家园,2 室 1 厅 1 卫,210 万,怀柔怀柔城区南大街,54,2005
42902元/㎡,6,前沙涧路7号院,2 室 1 厅 1 卫,385 万,海淀苏家坨前沙涧路7号,89,2013
74928元/㎡,6,团结湖北二条,2 室 1 厅 1 卫,413 万,朝阳团结湖团结湖北路,55,1979
24118元/㎡,4,总政治部良乡干休所,3 室 2 厅 1 卫,220 万,房山良乡良乡中路159号,91,1978
19320元/㎡,6,石桥西区,2 室 2 厅 1 卫,175 万,密云密云周边檀西路,90,1998
31209元/㎡,6,温泉花园(B区),2 室 2 厅 1 卫,285 万,昌平北七家东北路,91,1998
53283元/㎡,6,东辰小区,2 室 1 厅 1 卫,349 万,昌平立水桥立军路,65,1996
17850元/㎡,6,营房小区,3 室 1 厅 1 卫,178 万,房山房山城关城关西大街,99,2010
14624元/㎡,6,龙庆望都佳园,2 室 1 厅 1 卫,130 万,延庆康庄西官路,88,2012
22904元/㎡,15,北京城建琨廷(北区),2 室 2 厅 1 卫,204 万,房山窦店于瓦北路17号,89,2014
21177元/㎡,15,育新花园中里,2 室 2 厅 1 卫,180 万,大兴大兴周边育林街,85,2012
24138元/㎡,15,育新花园南里,2 室 2 厅 1 卫,210 万,大兴大兴周边育仁街1号,87,2012
40031元/㎡,14,双桥温泉东里小区(南区),2 室 1 厅 1 卫,394.5 万,朝阳管庄双桥东路,98,2001
39074元/㎡,17,长阳半岛3号院,2 室 2 厅 1 卫,339 万,房山长阳祥云街3号,86,2012
27912元/㎡,6,行宫园三里,3 室 1 厅 1 卫,226 万,房山良乡房山区良乡政通路,81,1995
33630元/㎡,6,金台园小区,3 室 2 厅 1 卫,325 万,怀柔怀柔城区迎宾北路,96,2006
26672元/㎡,11,中加荣园(北区),2 室 2 厅 1 卫,215 万,密云密云城区果园南街9号,80,2014
35568元/㎡,6,城子大街132号院,2 室 1 厅 1 卫,285 万,门头沟城子街道 城子大街132号,80,2002
45854元/㎡,6,京通苑阳光华苑,2 室 1 厅 1 卫,345 万,朝阳管庄朝阳路,75,1997
97412元/㎡,6,裕隆新村,2 室 1 厅 1 卫,828 万,海淀马连洼龙背村路,85,2007
19921元/㎡,6,蓝天花园,2 室 2 厅 1 卫,180 万,大兴大兴周边福源路,90,2005
16955元/㎡,6,洪福家园,2 室 1 厅 1 卫,161 万,房山房山城关房山西大街,95,2007
19711元/㎡,6,康居(南区),3 室 2 厅 1 卫,180 万,密云密云城区鼓楼西大街,91,2008
37042元/㎡,14,中国水电北郡嘉源,2 室 2 厅 1 卫,300 万,昌平南邵镇南丰路,81,2010
30921元/㎡,17,瑞雪春堂,2 室 1 厅 1 卫,279 万,房山良乡良官公路,90,2012
20873元/㎡,15,山水汇豪苑(北区),2 室 2 厅 1 卫,179 万,房山窦店窦店北路,85,2010
21765元/㎡,15,育新花园南里,2 室 2 厅 1 卫,185 万,大兴大兴周边育仁街1号,85,2012
27690元/㎡,15,御园A区,2 室 1 厅 1 卫,235 万,大兴庞各庄幸福路8号,84,2013
29528元/㎡,6,行宫园三里,3 室 1 厅 1 卫,240 万,房山良乡房山区良乡政通路,81,1992
42655元/㎡,21,首开熙悦山澜庭,2 室 1 厅 1 卫,358 万,房山长阳怡和北路1号,83,2014
22531元/㎡,6,万宁小区,2 室 1 厅 1 卫,130 万,房山房山城关房山北大街,57,1992
33141元/㎡,15,绿地新都会,2 室 1 厅 1 卫,292 万,房山长阳天星街2号,88,2013
40073元/㎡,6,枣园东里,2 室 2 厅 1 卫,332 万,大兴黄村枣园路,82,1996
26566元/㎡,6,通城胡同小区,2 室 1 厅 1 卫,157 万,密云密云周边通城胡同,59,2002
28695元/㎡,8,金融街金色漫香郡(北区),2 室 1 厅 1 卫,260 万,大兴磁各庄海鑫北路18号,90,2012
24995元/㎡,6,沿湖小区,2 室 2 厅 1 卫,220 万,密云密云城区新中街,88,2006
16615元/㎡,6,祺兴缘家园,2 室 2 厅 1 卫,165 万,房山房山城关农林路6号,99,2003
51265元/㎡,6,金达园小区,2 室 1 厅 2 卫,450 万,昌平回龙观西二旗北路,87,1997
20204元/㎡,6,海怡庄园(西区),2 室 2 厅 1 卫,173 万,密云密云周边京密路,85,2006
22632元/㎡,8,新兴小区(西区),2 室 1 厅 1 卫,129 万,延庆延庆城区新城街,57,2000
28022元/㎡,6,建华南里,3 室 1 厅 1 卫,255 万,房山良乡房山区良乡体育场路,91,2014
13908元/㎡,4,兴隆南街1号院,2 室 1 厅 1 卫,73 万,延庆康庄兴隆南街1号,52,1978
33334元/㎡,6,永安里小区(昌平),2 室 1 厅 1 卫,290 万,昌平昌平县城永安路,87,1992
48992元/㎡,16,石景山杨庄小区(首钢杨庄小区),3 室 1 厅 1 卫,420 万,石景山杨庄 杨庄东街,85,1999
42946元/㎡,6,北重西厂,2 室 1 厅 1 卫,235 万,石景山鲁谷鲁谷大街,54,1989
40458元/㎡,20,龙山华府,2 室 2 厅 1 卫,350 万,昌平昌平县城白浮泉路26号,86,2011
18228元/㎡,6,沁园春景,2 室 2 厅 2 卫,160 万,房山窦店大窦路,87,2002
35670元/㎡,6,西环里,2 室 1 厅 1 卫,198 万,昌平昌平县城西环路,55,1984
27698元/㎡,14,加州水郡西区,2 室 1 厅 1 卫,231 万,房山长阳昊天北大街48号,83,2009
86169元/㎡,6,宝盛里观景园,2 室 1 厅 1 卫,780 万,海淀清河林翠路,90,2008
36628元/㎡,6,原香小镇(二区),2 室 2 厅 1 卫,315 万,房山长阳广阳中路1号,86,2015
40609元/㎡,6,南环里(东区),2 室 2 厅 1 卫,283 万,昌平昌平县城南环路,69,1998
17774元/㎡,6,田家园小区,2 室 2 厅 1 卫,160 万,房山窦店大窦路,90,2006
19403元/㎡,6,永乐园社区,2 室 1 厅 1 卫,165 万,房山房山城关南大街18号,85,1998
31060元/㎡,11,格兰山水(一期),3 室 2 厅 1 卫,310 万,"延庆延庆城区医孟路,近高塔路",99,2013
20315元/㎡,6,矿机南路小区,2 室 1 厅 1 卫,102 万,房山房山城关矿机南路,50,1988
21364元/㎡,15,育新花园中里,2 室 2 厅 1 卫,188 万,大兴大兴周边育林街,88,2012
21177元/㎡,15,育新花园中里,2 室 2 厅 1 卫,180 万,大兴大兴周边育林街,85,1996
32129元/㎡,6,苏庄二里,2 室 2 厅 1 卫,289 万,房山良乡良乡苏庄东街,90,2003
46071元/㎡,28,金隅万科城,2 室 2 厅 1 卫,415 万,昌平昌平县城南环路10号,90,2009
21831元/㎡,6,季庄小区,2 室 2 厅 1 卫,188 万,密云密云城区公园街,86,2006
76792元/㎡,6,永泰西里(南区),2 室 1 厅 1 卫,450 万,海淀清河永泰庄路,58,1992
11748元/㎡,6,兴隆南街1号院,3 室 1 厅 1 卫,110 万,延庆康庄兴隆南街1号,93,2001
26957元/㎡,8,首开缇香郡,3 室 2 厅 1 卫,239 万,通州台湖镇通房路,88,2016
33649元/㎡,6,建明里,2 室 2 厅 1 卫,299 万,昌平昌平县城政府街,88,2000
18235元/㎡,6,燕房路小区,3 室 1 厅 1 卫,175 万,房山房山城关燕房路,96,2000
25708元/㎡,6,金善名居,2 室 2 厅 1 卫,208 万,怀柔庙城富密路,80,2007
42667元/㎡,6,兴政西里,2 室 1 厅 1 卫,288 万,大兴黄村兴华大街,67,1996
20429元/㎡,6,九洲兴达家园B区,2 室 1 厅 1 卫,185 万,房山房山城关房山南大街,90,2004
47727元/㎡,9,长阳半岛2号院,3 室 1 厅 1 卫,446 万,房山长阳祥云街2号,93,2012
20208元/㎡,6,东外小区,3 室 2 厅 1 卫,195 万,延庆延庆城区东外大街,96,1996
37834元/㎡,8,长阳光合作用,3 室 2 厅 1 卫,350 万,房山长阳长韩路,92,2012
29270元/㎡,6,良乡中路26号院,2 室 1 厅 1 卫,145 万,房山良乡良乡中路26号,49,1987
59391元/㎡,6,双龙南里小区,2 室 1 厅 1 卫,339 万,朝阳松榆里双龙路,57,1994
22733元/㎡,15,北京城建琨廷(南区),2 室 2 厅 1 卫,202 万,房山窦店于庄路1号,88,2016
64842元/㎡,11,柏林爱乐(二期),1 室 0 厅 1 卫,289 万,朝阳常营管庄路,44,2004
28789元/㎡,4,水屯家园,2 室 1 厅 1 卫,258 万,昌平昌平县城水南路,89,2000
20000元/㎡,4,龙湖长城源著(一期),2 室 1 厅 2 卫,160 万,密云密云周边司马台村1号,80,2006
69388元/㎡,6,惠新东街甲3号小区,2 室 1 厅 1 卫,403 万,朝阳芍药居惠新东街甲3号,58,1991
21687元/㎡,6,南厂住宅(中区),2 室 1 厅 1 卫,126 万,昌平南口西民路,58,1988
49818元/㎡,6,郁花园二里,2 室 1 厅 1 卫,355 万,大兴高米店兴丰大街,71,1999
94714元/㎡,22,澳洲康都,2 室 2 厅 1 卫,860 万,朝阳望京望京北路39号,90,2006
17113元/㎡,6,田家园小区,2 室 2 厅 1 卫,158 万,房山窦店大窦路,92,2008
23550元/㎡,11,中加荣园(北区),2 室 1 厅 1 卫,190 万,密云密云城区果园南街9号,80,2006
90650元/㎡,16,安贞西里小区(安贞西里四区),2 室 1 厅 1 卫,540 万,朝阳安贞安贞路,59,1986
14255元/㎡,6,京溪小区,2 室 2 厅 1 卫,118 万,密云密云周边密关路,82,2006
30550元/㎡,14,首座御园(二期2号院),2 室 1 厅 1 卫,278 万,大兴黄村清泰路2号,91,2012
73901元/㎡,12,清景园,2 室 1 厅 1 卫,726 万,海淀清河永泰庄西路,98,2006
56049元/㎡,12,福臻家园(南区),2 室 1 厅 1 卫,499 万,丰台方庄成寿寺中路18号,89,2008
32077元/㎡,6,南宫景苑(一区),3 室 1 厅 1 卫,290 万,丰台云岗南宫迎宾路33号,90,2014
47457元/㎡,29,保利嘉园1号院,2 室 2 厅 1 卫,418 万,朝阳常营常营中路1号,88,2010
25010元/㎡,5,川北小区,2 室 1 厅 1 卫,132 万,延庆延庆城区东外大街,52,1996
31426元/㎡,6,大峪南路小区,2 室 1 厅 1 卫,173 万,门头沟大峪大峪南路,55,1988
87954元/㎡,18,华纺易城,2 室 1 厅 1 卫,779 万,朝阳朝青板块青年路29号,88,2006
16854元/㎡,6,田家园小区,2 室 2 厅 1 卫,165 万,房山窦店大窦路,97,2006
29120元/㎡,6,鸿顺园东区,2 室 1 厅 1 卫,243 万,房山良乡房山区良乡长虹东路,83,2005
41367元/㎡,6,车站北里,2 室 1 厅 1 卫,230 万,大兴黄村兴政街28号,55,1991
25863元/㎡,6,宾阳里小区,2 室 1 厅 1 卫,150 万,密云密云城区新东路,58,2006
